Headline,Comment
Headline 2850,Any tips or good prenatals that don’t leave you feeling sick ?
Headline 2851,"Desperate for single syllable girl middle name suggestions. I’m partial to nature, animals that kind of thing. Please help if you have a suggestion!"
Headline 2852,"hi to all amazing moms I wanted to ask for answers to this comment I have been hearing a lot, as I am a blessed boy mom. oh you got the second boy....anyone who isn't blessed with a girl is going to be lonely! boys will marry off and spend their..."
Headline 2853,Hi! FTM here. Recently pregnant through IUI and now 14 weeks. Stopping progesterone tonight and just wanted positive stories from those who have stopped. I have oddly become glued to the progesterone and am so nervous to be done with it ??
Headline 2854,I'm 15 weeks 5 days and today I'm just not feeling so pregnant. we found out last week we are expecting a little boy and everything looked good but I've been very emotional today and crying and not that hungry at all and just don't know of that's...
Headline 2855,I feel like most of mommies are early May & they are so ahead of me with the exames & ultrasounds … wondering if there are more late May mommies here and how are you feeling ??? I was thinking maybe I should join June board too.I am feeling...
Headline 2856,Low risk and it’s a boy!! After multiple losses I’mSo very thankful ??
Headline 2857,My due date is May 15. Once or twice I’ve felt some familiar sensations that I remember from my pregnancy with my daughter (11 years ago!) but is it too early? I’m 14 weeks.
Headline 2858,How long were your NIPT testing results in clinical review? I did them 11/9 finally said clinical review this morning but hasn’t changed yet. I’m so impatient lol
Headline 2859,when did you start to feel the baby move. im currently 14 weeks and want to know what I'm looking for and when.
Headline 2860,"So excited to share the news , not having a gender reveal this time around as I’m too impatient so as soon as I got the results I opened them! Having a baby girl ?? I already have an amazing boy , my family feels complete ????"
Headline 2861,This is my first baby and I cannot wait to find out the gender. let me know your guesses. This was abdominal 11 weeks 3 days!
Headline 2862,Anyone else near 14 weeks and feel horrible? I’ve had pretty bad morning sickness up until now but these last two weeks have been nausea all day and throwing up more often. Also TMI but I’m having diarrhea every other day? Almost feels like...
Headline 2863,I’m getting stretch marks on my lower abdomen but I don’t like I’m getting a bump? Maybe I’m just used to looking all the time so I don’t see a difference with my eyes?
Headline 2864,Anyone for fun want to help me guess based on skull theory? I have videos of baby’s nub but can’t post them on here. Thank you in advance!
Headline 2865,If any guesses please
Headline 2866,This is my first baby and so far my husband and I like the names Rowan and Miles .. what do you guys think? Last name starts with a W.
Headline 2867,"Has anyone talked to their doctor about getting a Covid booster? I was planning on waiting until the second trimester in case of fever, but with Thanksgiving coming decided to make an appointment for tomorrow. I also see ACOG recommends the..."
Headline 2868,Emma Rose or Sophia Rose ?
Headline 2869,Gastric sleeve patient 3 years post op and 16 weeks pregnant.Past few days I’ve eaten and been feeling extremely sick and wanting to throw it back upBut in first trimester I could eat and eat and be fineI have no idea what’s going on and really...
Headline 2870,Wondering when you guys consider the first trimester to end?? My DR said 12 weeks starts the second trimester but online I’ve seen that the second trimester doesn’t start until 13 or 14 weeks!
Headline 2871,Anyone else super bloated to where it hurts??? I feel like I’m going to explode!!!
Headline 2872,It says “completed” under genetic testing? But I never even got any notice that samples were received?
Headline 2873,so this morning i woke up sick and called off work which sucks because now I've used the day I was going to take off for black Friday....Anyway I got up to go to the bathroom before I went back to bed and I'm having weird spasms in my lower...
Headline 2874,"This is my second pregnancy and I can’t remember a single craving with my first. Mostly just aversions. This go round I’ve had aversion to food because of the terrible nausea haha, but I’m starting to realize the only thing I want is cheese!..."
Headline 2875,goodbye first trimester hello second trimester ????finally 14 weeks! who else is due first week of may?
Headline 2876,"Has anyone tried Genexa during pregnancy instead of Tylenol? What home remedies have you tried for congestion, cough and headache?"
Headline 2877,Hi all. I went for mi NIPT check up. Everything else was fine but the doctor presided ecotrin (aspirin) due to my blood pressure being high on that day. I’m 13 weeks. I’m very anxious taking these pills as he mentioned I’ll have to take them...
Headline 2878,For those taking Pepcid for heartburn when do you take it? Can I take 1 in the morning and 1 before bed or is that to much? I have vomited because of how bad it has gotten ??
Headline 2879,Anyone here have repeated UTIs in this pregnancy or a previous one? This is my second pregnancy and I didn’t have any known UTIs in my first. I’m currently 13 weeks and just got results back that I have a 2nd UTI already this pregnancy. This...
Headline 2880,"I did my NIPT test at 10 weeks 2 days and it came back as failed, report said to look into doing invasive testing such as amniocentesis. I did my NT scan at 12 weeks 3 days and everything looked great with very low risk for abnormalities. Not..."
Headline 2881,Tell me what u guys think I’m curious to know
